Cara,Tipo de cara,Nombre de campaña,Cliente,Operación,Código de contrato (opcional),Monto total,APS Global,CUIC,Articulo,Ejecutivo de Ventas,Descripción (opcional),Periodo,Segmentos,Versión,Ciudad
34007,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
34007,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34008,Contraflujo,TECEL IMUndial 2026,TELCEL,RENTA,55416,"$4,300",70814,1880,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,PAQUETE 4 HORAS,Ciudad de México
34009,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
34009,Contraflujo,SIIGO FISCAL 2026,SIIGO ASPEL,RENTA,1683,"$4,200",1409,11801,RT-P1-COB-MX,LISSET VALDEZ,,Catorcenas 2026,Catorcena #7,SIIGO FISCAL 2026,Ciudad de México
34010,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34010,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,RESPONSABILIDAD,Ciudad de México
34011,Flujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
34011,Contraflujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
34012,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
34012,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34513,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34513,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34514,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34514,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34515,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34515,Contraflujo,GOOGLE,COPPEL,RENTA,1680,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #7,GOOGLE PIXEL 10a,Ciudad de México
34016,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34016,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
34017,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
34017,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34018,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34018,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34019,Flujo,SANBORNS PRIMAVERA,SANBORNS,IN - RENTA (INTERCAMBIO),1714,"$3,587",1402,11231,IN-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,VENTA ESPECIAL SEMANA SANTA,Ciudad de México
34019,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34020,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34020,Contraflujo,MMyT . EXPOSICIÓN: JUEGO LIMPIO,MUSEO MEMORIA Y TOLERANCIA,CORTESIA,55318,$0,70893,10635,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,JUEGO LIMPIO,Ciudad de México
34021,Flujo,PUIG PACO RABANE 2026,PACO RABANNE,RENTA,55257,"$6,353",70596,10943,RT-P1-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,MODELO,Ciudad de México
34021,Contraflujo,EL PALACIO GASTRONOMIA,EL PALACIO DE HIERRO,RENTA,55402,"$3,935",70808,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #7,DENOMINACION,Ciudad de México
34022,Flujo,PANTENE,PANTENE,RENTA,55350,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34022,Contraflujo,DiDi / RIDES Zonas - planta fija,DIDI,RENTA,55409,"$3,965",70915,11131,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,MUJER Y NIÑA // HOMBRE EN SILLON ,Ciudad de México
34023,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34023,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34024,Flujo,EL PALACIO GASTRONOMIA,EL PALACIO DE HIERRO,RENTA,55402,"$3,935",70808,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #7,DENOMINACION,Ciudad de México
34024,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34026,Flujo,MALCOM,DISNEY,RENTA,55365,"$4,171",70894,9491,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,MALCOM,Ciudad de México
34026,Contraflujo,TECEL IMUndial 2026,TELCEL,RENTA,55416,"$4,300",70814,1880,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,PAQUETE 4 HORAS,Ciudad de México
34027,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,BONIFICACION,1704,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #7,PATRICK - CHARLOTTE - MARIO,Ciudad de México
34027,Contraflujo,TEQUILA 1800,JOSE CUERVO TRADICIONAL,RENTA,55261,"$4,741",70829,10396,RT-P1-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,TEQUILA 1800,Ciudad de México
34028,Flujo,PUIG PACO RABANE 2026,PACO RABANNE,RENTA,55257,"$6,353",70596,10943,RT-P1-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,MODELO,Ciudad de México
34028,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34029,Flujo,SPRING IN FASHION,SEARS,RENTA,1715,"$3,587",1404,11784,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,BT ,Ciudad de México
34029,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
34413,Flujo,MMyT . EXPOSICIÓN: JUEGO LIMPIO,MUSEO MEMORIA Y TOLERANCIA,CORTESIA,55318,$0,70893,10635,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,JUEGO LIMPIO,Ciudad de México
34413,Contraflujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
34415,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
34415,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
34201,Flujo,NESQUIK,NESQUIK,RENTA,55389,"$2,337",70873,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NESQUIK,Ciudad de México
34201,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34202,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34202,Contraflujo,JUDEA,MUNICIPIO DE TLAQUEPAQUE,CORTESIA,55281,$0,70711,10055,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,JUDEA,Ciudad de México
34203,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34203,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34204,Flujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1709,"$5,406",1269,11734,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,LATAS,Ciudad de México
34204,Contraflujo,TECEL IMUndial 2026,TELCEL,RENTA,55416,"$4,300",70814,1880,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,PAQUETE 4 HORAS,Ciudad de México
46413,Flujo,MMyT . EXPOSICIÓN: JUEGO LIMPIO,MUSEO MEMORIA Y TOLERANCIA,CORTESIA,55318,$0,70893,10635,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,JUEGO LIMPIO,Ciudad de México
46413,Contraflujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
46401,Flujo,LENCERIA,COPPEL,RENTA,1733,"$3,092",1466,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #7,LENCERIA,Ciudad de México
46401,Contraflujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
34205,Flujo,SABRITAS MUNDIAL,SABRITAS,RENTA,55348,"$4,015",70541,2312,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,"SABRITAS 38,00 PREMIOS",Ciudad de México
34205,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34206,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,RESPONSABILIDAD,Ciudad de México
34206,Contraflujo,NIDAL NESTLE,NIDO,RENTA,55387,"$3,360",70783,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NIDAL,Ciudad de México
34207,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
34207,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34208,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34208,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34209,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34209,Contraflujo,GOOGLE,COPPEL,RENTA,1680,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #7,GOOGLE PIXEL 10a,Ciudad de México
34210,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34210,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
34211,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34211,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34213,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34213,Contraflujo,GOOGLE,COPPEL,RENTA,1680,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #7,GOOGLE PIXEL 10a,Ciudad de México
34401,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,BONIFICACION,1704,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #7,PATRICK - CHARLOTTE - MARIO,Ciudad de México
34401,Contraflujo,CCXP,OCESA,IN - RENTA (INTERCAMBIO),55379,$0,70857,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,CCXP,Ciudad de México
34402,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34402,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,RESPONSABILIDAD,Ciudad de México
34403,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34403,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34405,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
34405,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
34406,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
34406,Contraflujo,SANBORNS PRIMAVERA,SANBORNS,IN - RENTA (INTERCAMBIO),1714,"$3,587",1402,11231,IN-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,VENTA ESPECIAL SEMANA SANTA,Ciudad de México
34407,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
34407,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
34408,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
34408,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34409,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34409,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
34410,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
34410,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34414,Flujo,LENCERIA,COPPEL,RENTA,1733,"$3,092",1466,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #7,LENCERIA,Ciudad de México
34414,Contraflujo,MMyT . EXPOSICIÓN: JUEGO LIMPIO,MUSEO MEMORIA Y TOLERANCIA,CORTESIA,55318,$0,70893,10635,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,JUEGO LIMPIO,Ciudad de México
34901,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34901,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35001,Flujo,AGRIFEN,PISALAK,RENTA,1689,"$7,264",1364,10935,RT-P1-COB-MX,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #7,AGRIFEN AGUA DE MAR LUB ACTIVE INFANTIL,Ciudad de México
35001,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
35002,Flujo,SOL MEZCLAS,HEINEKEN,RENTA,55338,"$3,360",70687,10288,RT-P1-COB-MX,LISSET VALDEZ,,Catorcenas 2026,Catorcena #7,LENTICULAR,Ciudad de México
35002,Contraflujo,GOOGLE,COPPEL,RENTA,1680,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #7,GOOGLE PIXEL 10a,Ciudad de México
35003,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35003,Contraflujo,ALPURA YOGHURT GRIEGO SABORES 26,ALPURA,RENTA,1685,"$3,930",1397,9916,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,NATURAL,Ciudad de México
35004,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35004,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
35005,Flujo,ALPURA YOGHURT GRIEGO SABORES 26,ALPURA,RENTA,1685,"$3,930",1397,9916,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,NATURAL,Ciudad de México
35005,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35006,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35006,Contraflujo,NIDAL NESTLE,NIDO,RENTA,55387,"$3,360",70783,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NIDAL,Ciudad de México
35007,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
35007,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
35008,Flujo,MASTERCARD,MASTERCARD,RENTA,55251,"$3,150",70839,11813,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,MASTERCARD,Ciudad de México
35008,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35009,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35009,Contraflujo,LENCERIA,COPPEL,RENTA,1733,"$3,092",1466,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #7,LENCERIA,Ciudad de México
35010,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35010,Contraflujo,VISA FARMACIAS DEL AHORRO,VISA,RENTA,55352,"$6,279",70823,2538,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,VISA FARMACIAS DEL AHORRO ,Ciudad de México
35011,Flujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1709,"$5,406",1269,11734,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,POWERADE TAPAS DORADAS,Ciudad de México
35011,Contraflujo,TECEL IMUndial 2026,TELCEL,RENTA,55416,"$4,300",70814,1880,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,PAQUETE 4 HORAS,Ciudad de México
35012,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35012,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35013,Flujo,NESCAFE CLASICO,NESTLE,RENTA,55264,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NESCAFE CLASICO ,Ciudad de México
35013,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35014,Flujo,NESCAFE CLASICO,NESTLE,RENTA,55264,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NESCAFE CLASICO ,Ciudad de México
35014,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35015,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
35015,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35016,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35016,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35018,Flujo,LENCERIA,COPPEL,RENTA,1733,"$3,092",1466,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #7,LENCERIA,Ciudad de México
35018,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35019,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
35019,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
35021,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
35021,Contraflujo,AGRIFEN,PISALAK,RENTA,1689,"$7,264",1364,10935,RT-P1-COB-MX,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #7,AGRIFEN AGUA DE MAR LUB ACTIVE,Ciudad de México
