Cara,Tipo de cara,Nombre de campaña,Cliente,Operación,Código de contrato (opcional),Monto total,APS Global,CUIC,Articulo,Ejecutivo de Ventas,Descripción (opcional),Periodo,Segmentos,Versión,Ciudad
TOLU042,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU042,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU043,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU043,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU046,Flujo,CITREX GARIS 06,GARIS,BONIFICACION,1619,$0,1437,10578,BF-P1-COB-TL,HILDA LETICIA LINAS,,Catorcenas 2026,Catorcena #6,CITREX GARIS,Toluca
TOLU046,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU050,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU050,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU051,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU051,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU055,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU055,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU056,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU056,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU058,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU058,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU059,Flujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$4,180",1269,11734,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,LATAS,Toluca
TOLU059,Contraflujo,ELECTROLIT,ELECTROLIT,RENTA,1531,"$2,958",1376,10460,RT-P1-COB-TL,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #6,GENERICO,Toluca
TOLU060,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU060,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU062,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU062,Contraflujo,CITREX GARIS 06,GARIS,BONIFICACION,1619,$0,1437,10578,BF-P1-COB-TL,HILDA LETICIA LINAS,,Catorcenas 2026,Catorcena #6,CITREX GARIS,Toluca
TOLU063,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU063,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU064,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU064,Contraflujo,ELECTROLIT,ELECTROLIT,RENTA,1531,"$2,958",1376,10460,RT-P1-COB-TL,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #6,GENERICO,Toluca
TOLU067,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU067,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU071,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU071,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU072,Flujo,CITREX GARIS 06,GARIS,RENTA,1618,"$2,605",1437,10578,RT-P1-COB-TL,HILDA LETICIA LINAS,,Catorcenas 2026,Catorcena #6,CITREX GARIS,Toluca
TOLU072,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU073,Flujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$4,180",1269,11734,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,PROMOBOLETOS,Toluca
TOLU073,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU074,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU074,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU079,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU079,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU080,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU080,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU081,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU081,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU082,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU082,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU083,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU083,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU087,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU087,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU089,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU089,Contraflujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$4,180",1269,11734,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,PROMOBOLETOS,Toluca
TOLU090,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU090,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU091,Flujo,CITREX GARIS 06,GARIS,RENTA,1618,"$2,605",1437,10578,RT-P1-COB-TL,HILDA LETICIA LINAS,,Catorcenas 2026,Catorcena #6,CITREX GARIS,Toluca
TOLU091,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU092,Flujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$4,180",1269,11734,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,LATAS,Toluca
TOLU092,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU093,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU093,Contraflujo,CITREX GARIS 06,GARIS,RENTA,1618,"$2,605",1437,10578,RT-P1-COB-TL,HILDA LETICIA LINAS,,Catorcenas 2026,Catorcena #6,CITREX GARIS,Toluca
TOLU096,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU096,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU097,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU097,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU098,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU098,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU103,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU103,Contraflujo,CITREX GARIS 06,GARIS,RENTA,1618,"$2,605",1437,10578,RT-P1-COB-TL,HILDA LETICIA LINAS,,Catorcenas 2026,Catorcena #6,CITREX GARIS,Toluca
TOLU104,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU104,Contraflujo,CITREX GARIS 06,GARIS,RENTA,1618,"$2,605",1437,10578,RT-P1-COB-TL,HILDA LETICIA LINAS,,Catorcenas 2026,Catorcena #6,CITREX GARIS,Toluca
TOLU105,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU105,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU108,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU108,Contraflujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$4,180",1269,11734,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,LATAS,Toluca
TOLU109,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU109,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU110,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU110,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU130,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU130,Contraflujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$4,180",1269,11734,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,PROMOBOLETOS,Toluca
TOLU131,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU131,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU132,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU132,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU134,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU134,Contraflujo,CITREX GARIS 06,GARIS,RENTA,1618,"$2,605",1437,10578,RT-P1-COB-TL,HILDA LETICIA LINAS,,Catorcenas 2026,Catorcena #6,CITREX GARIS,Toluca
TOLU135,Flujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$4,180",1269,11734,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,PROMOBOLETOS,Toluca
TOLU135,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU136,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU136,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU137,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU137,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU138,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU138,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU142,Flujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$4,180",1269,11734,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,LATAS,Toluca
TOLU142,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU143,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU143,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU147,Flujo,CITREX GARIS 06,GARIS,RENTA,1618,"$2,605",1437,10578,RT-P1-COB-TL,HILDA LETICIA LINAS,,Catorcenas 2026,Catorcena #6,CITREX GARIS,Toluca
TOLU147,Contraflujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$4,180",1269,11734,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,LATAS,Toluca
TOLU148,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU148,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU149,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU149,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU150,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU150,Contraflujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$4,180",1269,11734,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,PROMOBOLETOS,Toluca
TOLU151,Flujo,ELECTROLIT,ELECTROLIT,RENTA,1531,"$2,958",1376,10460,RT-P1-COB-TL,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #6,GENERICO,Toluca
TOLU151,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU152,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU152,Contraflujo,ELECTROLIT,ELECTROLIT,RENTA,1531,"$2,958",1376,10460,RT-P1-COB-TL,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #6,GENERICO,Toluca
TOLU153,Flujo,SANBORNS PRIMAVERA,SANBORNS,RENTA,1592,"$1,426",1402,11231,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,FAMILIA PRIMAVERA,Toluca
TOLU153,Contraflujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$4,180",1269,11734,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,LATAS,Toluca
TOLU154,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU154,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU155,Flujo,CITREX GARIS 06,GARIS,RENTA,1618,"$2,605",1437,10578,RT-P1-COB-TL,HILDA LETICIA LINAS,,Catorcenas 2026,Catorcena #6,CITREX GARIS,Toluca
TOLU155,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU156,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU156,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU157,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU157,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU158,Flujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$4,180",1269,11734,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,PROMOBOLETOS,Toluca
TOLU158,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU159,Flujo,ELECTROLIT,ELECTROLIT,RENTA,1531,"$2,958",1376,10460,RT-P1-COB-TL,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #6,GENERICO,Toluca
TOLU159,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU160,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU160,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU161,Flujo,CITREX GARIS 06,GARIS,RENTA,1618,"$2,605",1437,10578,RT-P1-COB-TL,HILDA LETICIA LINAS,,Catorcenas 2026,Catorcena #6,CITREX GARIS,Toluca
TOLU161,Contraflujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$4,180",1269,11734,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,PROMOBOLETOS,Toluca
TOLU164,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU164,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU165,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU165,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU166,Flujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$4,180",1269,11734,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,LATAS,Toluca
TOLU166,Contraflujo,SANBORNS PRIMAVERA,SANBORNS,RENTA,1592,"$1,426",1402,11231,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,FAMILIA RESTAURANTE,Toluca
TOLU171,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU171,Contraflujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$4,180",1269,11734,RT-P1-COB-TL,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,LATAS,Toluca
TOLU182,Flujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
TOLU182,Contraflujo,COMODIN TOLUCA,COMODIN TOLUCA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,CORTESIA,Toluca
