Cara,Tipo de cara,Nombre de campaña,Cliente,Operación,Código de contrato (opcional),Monto total,APS Global,CUIC,Articulo,Ejecutivo de Ventas,Descripción (opcional),Periodo,Segmentos,Versión,Ciudad
DF3569,Contraflujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-CL-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
DF3570,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
DF3570,Contraflujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
DF3571,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55140,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELLVIVE COLLAGEN,Ciudad de México
DF3571,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
DF3572,Flujo,DRANO ESPUMA,DRANO,RENTA,55037,"$9,472",70797,11351,RT-CL-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,DRANO,Ciudad de México
DF3572,Contraflujo,DRANO ESPUMA,DRANO,RENTA,55037,"$9,472",70797,11351,RT-CL-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,DRANO,Ciudad de México
DF3573,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
DF3573,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55140,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
DF3575,Flujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-CL-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
DF3575,Contraflujo,NU BANK / FLAGSHIP H3,NUBANK,RENTA,55101,"$3,077",70826,10768,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,¿FILAS?,Ciudad de México
DF3576,Contraflujo,MIDE 2026,MIDE,CORTESIA,54980,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,MIDE,Ciudad de México
DF3577,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
DF3577,Contraflujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
DF3578,Flujo,CLOROX,CLOROX,RENTA,55115,"$2,818",70788,11802,RT-CL-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CLOROX LAVANDA,Ciudad de México
DF3578,Contraflujo,SANBORNS PRIMAVERA,SANBORNS,RENTA,1592,"$3,587",1402,11231,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,FAMILIA PRIMAVERA,Ciudad de México
DF3579,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
DF3579,Contraflujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$5,406",1269,11734,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,PROMOBOLETOS,Ciudad de México
DF3580,Flujo,CAPITAL ONE 2026 Q2,CAPITAL ONE,RENTA,55150,"$4,347",70662,11284,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,FONDO AMARILLO,Ciudad de México
DF3580,Contraflujo,CLOROX,CLOROX,RENTA,55115,"$2,818",70788,11802,RT-CL-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CLOROX LAVANDA,Ciudad de México
DF3581,Flujo,NU BANK / FLAGSHIP H3,NUBANK,RENTA,55101,"$3,077",70826,10768,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,¿HORARIO?,Ciudad de México
DF3581,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
DF3582,Flujo,BBVA MASIVA FUTURA 2026,BBVA,RENTA,55144,"$2,742",70837,9577,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,CL SIN COMISIONES,Ciudad de México
DF3582,Contraflujo,L'ORÉAL - MAYBELLINE - SUPER STAY FLEX POWDER,LOREAL,RENTA,55105,"$3,400",70777,5171,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,SUPER STAY,Ciudad de México
DF3583,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55140,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELLVIVE COLLAGEN,Ciudad de México
DF3583,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55140,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
DF3584,Flujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-CL-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
DF3584,Contraflujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-CL-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
DF3585,Flujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-CL-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
DF3585,Contraflujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55110,"$3,935",70714,9898,RT-CL-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,MUJER CAFÉ SERIA,Ciudad de México
DF3586,Flujo,AMAZON PLANTA FIJA 6 A 26,AMAZON,RENTA,1598,"$2,856",1432,11369,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,"AHORRA EN GRANDE, SONRÍE EN GRANDE",Ciudad de México
DF3586,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55140,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELLVIVE COLLAGEN,Ciudad de México
DF3587,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
DF3587,Contraflujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
DF3589,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
DF3589,Contraflujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
DF3590,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55140,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
DF3590,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55140,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELLVIVE COLLAGEN,Ciudad de México
DF3203,Flujo,BBVA SEGURO DE VIDA 26,BBVA,RENTA,54771,"$2,742",70742,9058,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
DF3203,Contraflujo,SANBORNS PRIMAVERA,SANBORNS,RENTA,1592,"$3,587",1402,11231,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,FAMILIA RESTAURANTE,Ciudad de México
DF3215,Flujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-CL-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
DF3215,Contraflujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-CL-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
DF3220,Contraflujo,PLAN AT&T MUNDIAL,AT&T,RENTA,55030,"$4,186",70482,11249,RT-CL-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,IPHONE 17,Ciudad de México
DF3221,Flujo,CAPITAL ONE 2026 Q2,CAPITAL ONE,RENTA,55150,"$4,347",70662,11284,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,FONDO ROJO,Ciudad de México
DF3221,Contraflujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-CL-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
DF3224,Flujo,NIDO,NIDO,RENTA,55055,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDO,Ciudad de México
DF3224,Contraflujo,BBVA MASIVA FUTURA 2026,BBVA,RENTA,55144,"$2,742",70837,9577,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,CL SIN COMISIONES,Ciudad de México
DF3480,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
DF3480,Contraflujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$5,406",1269,11734,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,PROMOBOLETOS,Ciudad de México
DF3481,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
DF3481,Contraflujo,BBVA SEGURO DE VIDA 26,BBVA,RENTA,54771,"$2,742",70742,9058,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
DF3482,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
DF3482,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
DF3484,Flujo,MUAC 2026,MUSEO DE ARTE CONTEMPORANEO,CORTESIA,54979,$0,70672,10456,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,MUAC,Ciudad de México
DF3484,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
DF3260,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55140,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
DF3261,Flujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55110,"$3,935",70714,9898,RT-CL-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,HOMBRE MORGAN,Ciudad de México
DF3261,Contraflujo,SANBORNS PRIMAVERA,SANBORNS,RENTA,1592,"$3,587",1402,11231,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,FAMILIA PRIMAVERA,Ciudad de México
DF3262,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55140,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELLVIVE COLLAGEN,Ciudad de México
DF3262,Contraflujo,SANBORNS PRIMAVERA,SANBORNS,RENTA,1592,"$3,587",1402,11231,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,FAMILIA RESTAURANTE,Ciudad de México
DF3521,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55140,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
DF3521,Contraflujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-CL-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
DF3544,Flujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-CL-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
DF3544,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55140,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELLVIVE COLLAGEN,Ciudad de México
DF3545,Flujo,NU BANK / FLAGSHIP H3,NUBANK,RENTA,55101,"$3,077",70826,10768,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,¿FILAS?,Ciudad de México
DF3546,Flujo,MIDE 2026,MIDE,CORTESIA,54980,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,MIDE,Ciudad de México
DF3546,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
DF3547,Flujo,BBVA MASIVA FUTURA 2026,BBVA,RENTA,55144,"$2,742",70837,9577,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,CL SIN COMISIONES,Ciudad de México
DF3547,Contraflujo,NU BANK / FLAGSHIP H3,NUBANK,RENTA,55101,"$3,077",70826,10768,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,¿HORARIO?,Ciudad de México
DF3548,Flujo,AMAZON PLANTA FIJA 6 A 26,AMAZON,RENTA,1598,"$2,856",1432,11369,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,"AHORRA EN GRANDE, SONRÍE EN GRANDE",Ciudad de México
DF3548,Contraflujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-CL-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
DF3549,Flujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-CL-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
DF3550,Flujo,MIDE 2026,MIDE,CORTESIA,54980,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,MIDE,Ciudad de México
DF3550,Contraflujo,MIDE 2026,MIDE,CORTESIA,54980,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,MIDE,Ciudad de México
DF3551,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
DF3551,Contraflujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
DF3552,Flujo,MIDE 2026,MIDE,CORTESIA,54980,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,MIDE,Ciudad de México
DF3553,Flujo,NIDO,NIDO,RENTA,55055,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDO,Ciudad de México
DF3553,Contraflujo,BBVA SEGURO DE VIDA 26,BBVA,RENTA,54771,"$2,742",70742,9058,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
DF3015,Flujo,BBVA MASIVA FUTURA 2026,BBVA,RENTA,55144,"$2,742",70837,9577,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,CL SIN COMISIONES,Ciudad de México
DF3015,Contraflujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-CL-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
DF3020,Flujo,BBVA SEGURO DE VIDA 26,BBVA,RENTA,54771,"$2,742",70742,9058,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
DF3020,Contraflujo,MIDE 2026,MIDE,CORTESIA,54980,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,MIDE,Ciudad de México
DF3026,Flujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$5,406",1269,11734,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,PROMOBOLETOS,Ciudad de México
DF3026,Contraflujo,NIDO,NIDO,RENTA,55055,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDO,Ciudad de México
DF3028,Contraflujo,PLAN AT&T MUNDIAL,AT&T,RENTA,55030,"$4,186",70482,11249,RT-CL-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,IPHONE 17 PRO,Ciudad de México
DF3029,Flujo,MIDE 2026,MIDE,CORTESIA,54980,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,MIDE,Ciudad de México
DF3029,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
DF3036,Flujo,MIDE 2026,MIDE,CORTESIA,54980,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,MIDE,Ciudad de México
DF3036,Contraflujo,Soda stereo,OCESA,IN - RENTA (INTERCAMBIO),55085,$0,70688,10198,IN-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,Soda stereo,Ciudad de México
DF3037,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
DF3037,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
DF3047,Flujo,DRANO ESPUMA,DRANO,RENTA,55037,"$9,472",70797,11351,RT-CL-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,DRANO,Ciudad de México
DF3047,Contraflujo,DRANO ESPUMA,DRANO,RENTA,55037,"$9,472",70797,11351,RT-CL-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,DRANO,Ciudad de México
DF3172,Flujo,LOREAL PLANTA FIJA,LOREAL,BONIFICACION,55142,$0,70466,5171,BF-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
DF3172,Contraflujo,SANBORNS PRIMAVERA,SANBORNS,RENTA,1592,"$3,587",1402,11231,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,PASTELERÍA,Ciudad de México
DF3173,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55140,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELLVIVE COLLAGEN,Ciudad de México
DF3173,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
DF3174,Contraflujo,BBVA SEGURO DE VIDA 26,BBVA,RENTA,54771,"$2,742",70742,9058,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
DF3187,Contraflujo,SPRING IN FASHION,SEARS,RENTA,1517,"$3,587",1404,11784,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,SEARS CONFIRMADA,Ciudad de México
DF3189,Contraflujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$5,406",1269,11734,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,PROMOBOLETOS,Ciudad de México
DF3512,Contraflujo,CAPITAL ONE 2026 Q2,CAPITAL ONE,RENTA,55150,"$4,347",70662,11284,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,FONDO AMARILLO,Ciudad de México
DF3067,Flujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-CL-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
DF3067,Contraflujo,BBVA SEGURO DE VIDA 26,BBVA,RENTA,54771,"$2,742",70742,9058,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
DF3068,Flujo,Tecate emblema,OCESA,IN - RENTA (INTERCAMBIO),55118,$0,70830,10198,IN-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,Tecate emblema,Ciudad de México
DF3068,Contraflujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-CL-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
DF3121,Flujo,DIDI RIDES - Zonas,DIDI,RENTA,55134,"$2,695",70587,11751,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,30% OFF EN MAÑANAS Y TARDES,Ciudad de México
DF3121,Contraflujo,MIDE 2026,MIDE,CORTESIA,54980,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,MIDE,Ciudad de México
DF3134,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
DF3134,Contraflujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
DF3171,Flujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-CL-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
DF3171,Contraflujo,SANBORNS PRIMAVERA,SANBORNS,RENTA,1592,"$3,587",1402,11231,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,MOMENTOS MONOPOLY,Ciudad de México
DF3201,Flujo,MIDE 2026,MIDE,CORTESIA,54980,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,MIDE,Ciudad de México
DF3201,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
DF3231,Flujo,MIDE 2026,MIDE,CORTESIA,54980,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,MIDE,Ciudad de México
DF3231,Contraflujo,L'ORÉAL - MAYBELLINE - SUPER STAY FLEX POWDER,LOREAL,RENTA,55105,"$3,400",70777,5171,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,SUPER STAY,Ciudad de México
DF3273,Flujo,L'ORÉAL - MAYBELLINE - SUPER STAY FLEX POWDER,LOREAL,RENTA,55105,"$3,400",70777,5171,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,SUPER STAY,Ciudad de México
DF3273,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55173,$0,70851,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,CDMX,Ciudad de México
